,Source language,Translation 1,Translation 2,Translation 3,Translation 4,Translation 5
1197,@ x Dodec ( x ) $ @ x ( Small ( x ) | Medium ( x ) | Large ( x ) ),"if for all x , x is a dodecahedron , then for all x , x is small , medium or large",0,0,0,0
1198,/ x ( Small ( x ) & Dodec ( x ) ),there is an element x such that x is small and x is a dodecahedron,0,0,0,0
1199,/ x ( ~ Small ( x ) & Dodec ( x ) ),there is an element x such that x is not small and x is a dodecahedron,0,0,0,0
1200,@ x ( Small ( x ) | Medium ( x ) | Large ( x ) ),"for all x , x is small , medium or large",0,0,0,0
1201,/ x ( Dodec ( x ) $ ( Small ( x ) | Medium ( x ) | Large ( x ) ) ),"there is an element x such that if x is a dodecahedron , then x is small , medium or large",0,0,0,0
1202,~ @ z ( Dodec ( z ) $ Small ( z ) ),it is not the case that every dodecahedron is small,0,0,0,0
1203,~ @ y ( Dodec ( y ) $ ( Large ( y ) | Small ( y ) ) ),it is not the case that every dodecahedron is large or small,0,0,0,0
1204,~ / y ( Cube ( y ) & Large ( y ) ),it is not the case that some cube is large,0,0,0,0
1205,~ / x ( Large ( x ) & Tet ( x ) ),it is not the case that there is an element x such that x is large and x is a tetrahedron,0,0,0,0
1206,~ / x ( Large ( x ) & Cube ( x ) ),it is not the case that there is an element x such that x is large and x is a cube,0,0,0,0
1207,@ x ( Large ( x ) $ ~ Cube ( x ) ),"for all x , if x is large , then x is not a cube",0,0,0,0
1208,@ x ( Cube ( x ) $ ( Small ( x ) | Medium ( x ) | Large ( x ) ) ),"every cube is small , medium or large",0,0,0,0
1209,/ x ~ ( Dodec ( x ) $ ( Large ( x ) | Small ( x ) ) ),"there is an element x such that it is not the case that if x is a dodecahedron , then x is large or small",0,0,0,0
1210,@ x ( Dodec ( x ) $ ( Medium ( x ) | Small ( x ) | Large ( x ) ) ),"every dodecahedron is medium , small or large",0,0,0,0
1211,~ @ x ( Dodec ( x ) $ Large ( x ) ),it is not the case that every dodecahedron is large,0,0,0,0
1212,/ z ( Dodec ( z ) & ~ ( Large ( z ) | Small ( z ) ) ),there is a dodecahedron z such that it is not the case that z is large or small,0,0,0,0
1213,@ y ~ ( Cube ( y ) & Large ( y ) ),"for all y , it is not the case that y is a cube and y is large",0,0,0,0
1214,@ x ( Large ( x ) $ ~ Tet ( x ) ),"for all x , if x is large , then x is not a tetrahedron",0,0,0,0
1215,~ / x ( Tet ( x ) & ~ Small ( x ) ),it is not the case that there is a tetrahedron x such that x is not small,0,0,0,0
1216,~ / x ( Cube ( x ) & ~ Small ( x ) ),it is not the case that there is a cube x such that x is not small,0,0,0,0
1217,~ / x ( Dodec ( x ) & ~ ( Small ( x ) | Medium ( x ) | Large ( x ) ) ),"it is not the case that there is a dodecahedron x such that it is not the case that x is small , medium or large",0,0,0,0
1218,@ z ( Dodec ( z ) $ ( Large ( z ) | Small ( z ) | Medium ( z ) ) ),"every dodecahedron is large , small or medium",0,0,0,0
1219,/ z ( Dodec ( z ) & ~ ( Small ( z ) | Large ( z ) ) ),there is a dodecahedron z such that it is not the case that z is small or large,0,0,0,0
1220,~ / z ( Cube ( z ) & Large ( z ) ),it is not the case that some cube is large,0,0,0,0
1221,/ x ( Dodec ( x ) & ~ Large ( x ) & Dodec ( x ) & ~ Small ( x ) ),"there is an element x such that x is a dodecahedron , x is not large , x is a dodecahedron and x is not small",0,0,0,0
1222,~ @ x ( Dodec ( x ) $ Small ( x ) ),it is not the case that every dodecahedron is small,0,0,0,0
1223,~ @ x ( Dodec ( x ) & Large ( x ) ),"it is not the case that for all x , x is a dodecahedron and x is large",0,0,0,0
1224,/ u ( Dodec ( u ) & ~ Large ( u ) ),there is a dodecahedron u such that u is not large,0,0,0,0
1225,/ v ( Dodec ( v ) & Small ( v ) ),some dodecahedron is small,0,0,0,0
1226,/ v ( Dodec ( v ) & ~ ( Small ( v ) | Large ( v ) ) ),there is a dodecahedron v such that it is not the case that v is small or large,0,0,0,0
1227,~ / y ( Tet ( y ) & Large ( y ) ),it is not the case that some tetrahedron is large,0,0,0,0
1228,@ x ( Dodec ( x ) $ ( Medium ( x ) | Large ( x ) | Small ( x ) ) ),"every dodecahedron is medium , large or small",0,0,0,0
1229,/ y ( Dodec ( y ) & ~ ( Large ( y ) | Small ( y ) ) ),there is a dodecahedron y such that it is not the case that y is large or small,0,0,0,0
1230,/ w ( Dodec ( w ) & ~ ( Large ( w ) | Small ( w ) ) ),there is a dodecahedron w such that it is not the case that w is large or small,0,0,0,0
1231,/ w ( Dodec ( w ) & ~ Small ( w ) ),there is a dodecahedron w such that w is not small,0,0,0,0
1232,/ u ( Dodec ( u ) & ~ Large ( u ) & ~ Small ( u ) ),"there is an element u such that u is a dodecahedron , u is not large and u is not small",0,0,0,0
1233,/ z Large ( z ),there is an element z such that z is large,0,0,0,0
1234,/ u ( Dodec ( u ) & ~ Small ( u ) & ~ Large ( u ) ),"there is an element u such that u is a dodecahedron , u is not small and u is not large",0,0,0,0
1235,/ x ( ~ Large ( x ) & Dodec ( x ) ),there is an element x such that x is not large and x is a dodecahedron,0,0,0,0
1236,@ x ( Cube ( x ) $ ~ Medium ( x ) ),"for all cubes x , x is not medium",0,0,0,0
1237,/ y ( Small ( y ) & Dodec ( y ) ),there is an element y such that y is small and y is a dodecahedron,0,0,0,0
1238,/ y ( ~ Small ( y ) & Dodec ( y ) ),there is an element y such that y is not small and y is a dodecahedron,0,0,0,0
1239,/ w ( Dodec ( w ) & ~ Small ( w ) & ~ Large ( w ) ),"there is an element w such that w is a dodecahedron , w is not small and w is not large",0,0,0,0
1240,@ v ( Cube ( v ) $ Small ( v ) ),every cube is small,0,0,0,0
1241,@ w ( Dodec ( w ) $ ( Small ( w ) | Medium ( w ) | Large ( w ) ) ),"every dodecahedron is small , medium or large",0,0,0,0
1242,@ u ( Tet ( u ) $ ~ Large ( u ) ),"for all tetrahedrons u , u is not large",0,0,0,0
1243,@ u ( Tet ( u ) $ Small ( u ) ),every tetrahedron is small,0,0,0,0
1244,/ u ( Dodec ( u ) $ ~ Large ( u ) ),"there is an element u such that if u is a dodecahedron , then u is not large",0,0,0,0
1245,/ u ( Dodec ( u ) & ~ ( Small ( u ) | Large ( u ) ) ),there is a dodecahedron u such that it is not the case that u is small or large,0,0,0,0
1246,/ y ( Dodec ( y ) $ ~ Large ( y ) ),"there is an element y such that if y is a dodecahedron , then y is not large",0,0,0,0
1247,@ x ( Dodec ( x ) $ ( Small ( x ) | Medium ( x ) | Dodec ( x ) ) ),"for all dodecahedrons x , x is small , x is medium or x is a dodecahedron",0,0,0,0
1248,~ / u ( Tet ( u ) & Large ( u ) ),it is not the case that some tetrahedron is large,0,0,0,0
1249,~ / w ( Cube ( w ) & Large ( w ) ),it is not the case that some cube is large,0,0,0,0
1250,@ z ( Cube ( z ) $ Small ( z ) ),every cube is small,0,0,0,0
1251,/ u ~ ( Dodec ( u ) & Large ( u ) ),there is an element u such that it is not the case that u is a dodecahedron and u is large,0,0,0,0
1252,~ @ x ( Dodec ( x ) $ ( Small ( x ) | Large ( x ) ) ),it is not the case that every dodecahedron is small or large,0,0,0,0
1253,~ @ x ( Dodec ( x ) $ ( Large ( x ) | Small ( x ) ) ),it is not the case that every dodecahedron is large or small,0,0,0,0
1254,/ x ~ ( Dodec ( x ) $ Large ( x ) ),"there is an element x such that it is not the case that if x is a dodecahedron , then x is large",0,0,0,0
1255,/ x ~ ( Dodec ( x ) $ Small ( x ) ),"there is an element x such that it is not the case that if x is a dodecahedron , then x is small",0,0,0,0
1256,~ / v ( Tet ( v ) & Large ( v ) ),it is not the case that some tetrahedron is large,0,0,0,0
1257,~ / x ( Dodec ( x ) & Large ( x ) ),it is not the case that some dodecahedron is large,0,0,0,0
1258,~ / u ( Cube ( u ) & Large ( u ) ),it is not the case that some cube is large,0,0,0,0
1259,/ x Dodec ( x ),there is an element x such that x is a dodecahedron,0,0,0,0
1260,~ @ x ( Dodec ( x ) $ ~ Large ( x ) ),"it is not the case that for all dodecahedrons x , x is not large",0,0,0,0
1261,/ v ( Dodec ( v ) & ~ Small ( v ) & ~ Large ( v ) ),"there is an element v such that v is a dodecahedron , v is not small and v is not large",0,0,0,0
1262,@ z ( Dodec ( z ) $ ( Large ( z ) | Medium ( z ) | Small ( z ) ) ),"every dodecahedron is large , medium or small",0,0,0,0
1263,@ v ( Dodec ( v ) $ ( Small ( v ) | Medium ( v ) | Large ( v ) ) ),"every dodecahedron is small , medium or large",0,0,0,0
1264,/ w ( Dodec ( w ) & ~ Large ( w ) ),there is a dodecahedron w such that w is not large,0,0,0,0
1265,/ y ~ ( Dodec ( y ) & Large ( y ) ),there is an element y such that it is not the case that y is a dodecahedron and y is large,0,0,0,0
1266,@ x ( Dodec ( x ) $ ( Large ( x ) | Small ( x ) | Medium ( x ) ) ),"every dodecahedron is large , small or medium",0,0,0,0
1267,@ t ( Dodec ( t ) $ ( Small ( t ) | Medium ( t ) | Large ( t ) ) ),"every dodecahedron is small , medium or large",0,0,0,0
1268,@ z ( Tet ( z ) $ Small ( z ) ),every tetrahedron is small,0,0,0,0
1269,/ v ( Dodec ( v ) & Large ( v ) ),some dodecahedron is large,0,0,0,0
1270,/ z ( Dodec ( z ) $ ( Small ( z ) | Medium ( z ) | Large ( z ) ) ),"there is an element z such that if z is a dodecahedron , then z is small , medium or large",0,0,0,0
1271,/ z ~ ( Dodec ( z ) $ ( Large ( z ) | Small ( z ) ) ),"there is an element z such that it is not the case that if z is a dodecahedron , then z is large or small",0,0,0,0
1272,/ x ( Dodec ( x ) & ~ Small ( x ) & ~ Small ( x ) & ~ Large ( x ) ),"there is an element x such that x is a dodecahedron , x is not small , x is not small and x is not large",0,0,0,0
1273,/ x ~ ( Large ( x ) & Dodec ( x ) ),there is an element x such that it is not the case that x is large and x is a dodecahedron,0,0,0,0
1274,/ x ( ~ Small ( x ) & Dodec ( x ) & ~ Large ( x ) & Dodec ( x ) ),"there is an element x such that x is not small , x is a dodecahedron , x is not large and x is a dodecahedron",0,0,0,0
1275,@ y ( Cube ( y ) $ ~ Medium ( y ) ),"for all cubes y , y is not medium",0,0,0,0
1276,/ x Large ( x ),there is an element x such that x is large,0,0,0,0
1277,/ x ( ~ ( Dodec ( x ) $ Large ( x ) ) & ~ ( Dodec ( x ) $ Small ( x ) ) ),"there is an element x such that it is not the case that if x is a dodecahedron , then x is large and it is not the case that if x is a dodecahedron , then x is small",0,0,0,0
1278,@ v ( Tet ( v ) $ Small ( v ) ),every tetrahedron is small,0,0,0,0
1279,/ y ~ ( Dodec ( y ) $ ( Small ( y ) | Large ( y ) ) ),"there is an element y such that it is not the case that if y is a dodecahedron , then y is small or large",0,0,0,0
1280,@ x ~ ( Large ( x ) & Tet ( x ) ),"for all x , it is not the case that x is large and x is a tetrahedron",0,0,0,0
1281,@ x ( ~ Tet ( x ) | ~ Large ( x ) ),"for all x , x is not a tetrahedron or x is not large",0,0,0,0
1282,@ x ( ~ Cube ( x ) | ~ Large ( x ) ),"for all x , x is not a cube or x is not large",0,0,0,0
1283,~ @ z ( Dodec ( z ) $ Large ( z ) ),it is not the case that every dodecahedron is large,0,0,0,0
1284,~ @ z ( Dodec ( z ) $ ( Small ( z ) | Large ( z ) ) ),it is not the case that every dodecahedron is small or large,0,0,0,0
1285,/ v ( Dodec ( v ) & ~ Large ( v ) & ~ Small ( v ) ),"there is an element v such that v is a dodecahedron , v is not large and v is not small",0,0,0,0
1286,/ z ~ ( Dodec ( z ) & Large ( z ) ),there is an element z such that it is not the case that z is a dodecahedron and z is large,0,0,0,0
1287,/ x ~ ( ( Dodec ( x ) $ Small ( x ) ) | ( Dodec ( x ) $ Large ( x ) ) ),"there is an element x such that it is not the case that at least one of these holds : \item if x is a dodecahedron , then x is small \item if x is a dodecahedron , then x is large",0,0,0,0
1288,@ x ~ ( Large ( x ) & Cube ( x ) ),"for all x , it is not the case that x is large and x is a cube",0,0,0,0
1289,/ z ( Small ( z ) & Dodec ( z ) ),there is an element z such that z is small and z is a dodecahedron,0,0,0,0
1290,/ z ( ~ Large ( z ) & Dodec ( z ) ),there is an element z such that z is not large and z is a dodecahedron,0,0,0,0
1291,/ z ( ~ Small ( z ) & Dodec ( z ) ),there is an element z such that z is not small and z is a dodecahedron,0,0,0,0
1292,/ x ( Cube ( x ) & Large ( x ) ),some cube is large,0,0,0,0
1293,~ @ y ( Dodec ( y ) & Large ( y ) ),"it is not the case that for all y , y is a dodecahedron and y is large",0,0,0,0
1294,/ y ~ ( Dodec ( y ) $ ( Large ( y ) | Small ( y ) ) ),"there is an element y such that it is not the case that if y is a dodecahedron , then y is large or small",0,0,0,0
1295,@ z ( Dodec ( z ) $ ( Small ( z ) | Large ( z ) | Medium ( z ) ) ),"every dodecahedron is small , large or medium",0,0,0,0
1296,/ z ~ ( Dodec ( z ) $ Small ( z ) ),"there is an element z such that it is not the case that if z is a dodecahedron , then z is small",0,0,0,0
1297,@ w ( Cube ( w ) $ Small ( w ) ),every cube is small,0,0,0,0
1298,~ @ x ( ( Dodec ( x ) $ Large ( x ) ) | ( Dodec ( x ) $ Small ( x ) ) ),"it is not the case that for all x , at least one of these holds : \item if x is a dodecahedron , then x is large \item if x is a dodecahedron , then x is small",0,0,0,0
1299,/ x ( ~ Small ( x ) & ~ Large ( x ) & Dodec ( x ) ),"there is an element x such that x is not small , x is not large and x is a dodecahedron",0,0,0,0
1300,/ z ( Large ( z ) & Dodec ( z ) ),there is an element z such that z is large and z is a dodecahedron,0,0,0,0
1301,@ u ( Cube ( u ) $ Small ( u ) ),every cube is small,0,0,0,0
1302,@ v ~ ( Tet ( v ) & Large ( v ) ),"for all v , it is not the case that v is a tetrahedron and v is large",0,0,0,0
1303,@ y Dodec ( y ) $ @ y ( Small ( y ) | Medium ( y ) | Large ( y ) ),"if for all y , y is a dodecahedron , then for all y , y is small , medium or large",0,0,0,0
1304,~ / x ( Dodec ( x ) & Small ( x ) ),it is not the case that some dodecahedron is small,0,0,0,0
1305,"/ x ( Large ( x ) & LeftOf ( x , b ) & Cube ( x ) )","there is an element x such that x is large , x is to the left of b and x is a cube",0,0,0,0
1306,~ / z ( Dodec ( z ) & Large ( z ) ),it is not the case that some dodecahedron is large,0,0,0,0
1307,~ @ x ( ( Dodec ( x ) $ Small ( x ) ) | ( Dodec ( x ) $ Large ( x ) ) ),"it is not the case that for all x , at least one of these holds : \item if x is a dodecahedron , then x is small \item if x is a dodecahedron , then x is large",0,0,0,0
1308,@ v ( Dodec ( v ) $ ~ Small ( v ) ),"for all dodecahedrons v , v is not small",0,0,0,0
1309,~ / w ( Tet ( w ) & Large ( w ) ),it is not the case that some tetrahedron is large,0,0,0,0
1310,/ y ( Dodec ( y ) & ~ Large ( y ) & Dodec ( y ) & ~ Small ( y ) ),"there is an element y such that y is a dodecahedron , y is not large , y is a dodecahedron and y is not small",0,0,0,0
1311,/ x ( ~ ( Large ( x ) | Small ( x ) ) & Dodec ( x ) ),there is an element x such that it is not the case that x is large or small and x is a dodecahedron,0,0,0,0
1312,/ y ( Large ( y ) & Dodec ( y ) ),there is an element y such that y is large and y is a dodecahedron,0,0,0,0
1313,/ y ( ~ Large ( y ) & Dodec ( y ) ),there is an element y such that y is not large and y is a dodecahedron,0,0,0,0
1314,@ u ~ ( Tet ( u ) & Large ( u ) ),"for all u , it is not the case that u is a tetrahedron and u is large",0,0,0,0
1315,@ w ( Tet ( w ) $ Small ( w ) ),every tetrahedron is small,0,0,0,0
1316,/ u ( Large ( u ) & Dodec ( u ) ),there is an element u such that u is large and u is a dodecahedron,0,0,0,0
1317,/ x ( ~ Large ( x ) & Dodec ( x ) & ~ Small ( x ) ),"there is an element x such that x is not large , x is a dodecahedron and x is not small",0,0,0,0
1318,@ x ( ~ Small ( x ) $ ~ Tet ( x ) ),"for all x , if x is not small , then x is not a tetrahedron",0,0,0,0
1319,@ z ~ ( Cube ( z ) & Large ( z ) ),"for all z , it is not the case that z is a cube and z is large",0,0,0,0
1320,/ x ( ~ Large ( x ) & ~ Small ( x ) & Dodec ( x ) ),"there is an element x such that x is not large , x is not small and x is a dodecahedron",0,0,0,0
1321,@ x ~ ( Dodec ( x ) & Small ( x ) ),"for all x , it is not the case that x is a dodecahedron and x is small",0,0,0,0
1322,@ z ( Dodec ( z ) $ ~ Small ( z ) ),"for all dodecahedrons z , z is not small",0,0,0,0
1323,@ z ( ( Dodec ( z ) $ Small ( z ) ) | Medium ( z ) | Large ( z ) ),"for all z , at least one of these holds : \item if z is a dodecahedron , then z is small , z is medium \item z is large",0,0,0,0
1324,/ w ~ ( Dodec ( w ) $ Small ( w ) ),"there is an element w such that it is not the case that if w is a dodecahedron , then w is small",0,0,0,0
1325,@ z ~ ( Tet ( z ) & Large ( z ) ),"for all z , it is not the case that z is a tetrahedron and z is large",0,0,0,0
1326,~ / y ( Large ( y ) & Tet ( y ) ),it is not the case that there is an element y such that y is large and y is a tetrahedron,0,0,0,0
1327,~ / v ( Large ( v ) & Cube ( v ) ),it is not the case that there is an element v such that v is large and v is a cube,0,0,0,0
1328,/ y ( Dodec ( y ) & ( Dodec ( y ) $ Large ( y ) ) ),"there is a dodecahedron y such that if y is a dodecahedron , then y is large",0,0,0,0
1329,/ y ( Dodec ( y ) & ( Dodec ( y ) $ ~ Large ( y ) ) ),"there is a dodecahedron y such that if y is a dodecahedron , then y is not large",0,0,0,0
1330,/ z ( Dodec ( z ) & ( Dodec ( z ) $ Small ( z ) ) ),"there is a dodecahedron z such that if z is a dodecahedron , then z is small",0,0,0,0
1331,/ z ( Dodec ( z ) & ( Dodec ( z ) $ ~ Small ( z ) ) ),"there is a dodecahedron z such that if z is a dodecahedron , then z is not small",0,0,0,0
1332,/ x ( Dodec ( x ) & ( Dodec ( x ) $ ( ~ Large ( x ) & ~ Small ( x ) ) ) ),"there is a dodecahedron x such that if x is a dodecahedron , then x is not large and x is not small",0,0,0,0
1333,~ / v ( Cube ( v ) & Large ( v ) ),it is not the case that some cube is large,0,0,0,0
1334,~ / y ( Large ( y ) & Cube ( y ) ),it is not the case that there is an element y such that y is large and y is a cube,0,0,0,0
1335,~ @ x ( Dodec ( x ) $ ~ Small ( x ) ),"it is not the case that for all dodecahedrons x , x is not small",0,0,0,0
1336,~ / v ( Dodec ( v ) & Large ( v ) ),it is not the case that some dodecahedron is large,0,0,0,0
1337,@ y ( Large ( y ) $ ~ Cube ( y ) ),"for all y , if y is large , then y is not a cube",0,0,0,0
1338,@ z ( Dodec ( z ) $ ( Small ( z ) | Medium ( z ) | Medium ( z ) | Large ( z ) ) ),"every dodecahedron is small , medium , medium or large",0,0,0,0
1339,@ u ~ ( Cube ( u ) & Large ( u ) ),"for all u , it is not the case that u is a cube and u is large",0,0,0,0
1340,~ / z ( Dodec ( z ) & Small ( z ) ),it is not the case that some dodecahedron is small,0,0,0,0
